,POPULATION_SIZE,both_coop,mixed_coop,mixed_defect,both_defect_winner,INITIAL_COOPERATIE_RATE,POPULATION_LIMIT,P_CROSSOVER,P_MUTATION,RANDOM_SEED,select,determine_strategy,encounterEval,end_coop_populations,end_defect_populations,end_population,dominant_allele_switch,max_reached_at_generation,max_reached_population,is_stable_population_size
0,100,5,0,10,0,0.0,5000,0.0,0.0,42,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
1,100,5,0,10,0,0.0,5000,0.0,0.0,42,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
2,100,5,0,10,0,0.0,5000,0.0,0.0,42,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
3,100,5,0,10,0,0.0,5000,0.0,0.0,42,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
4,100,5,0,10,0,0.0,5000,0.0,0.0,42,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
5,100,5,0,10,0,0.0,5000,0.0,0.0,42,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
6,100,5,0,10,0,0.0,5000,0.0,0.0,42,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
7,100,5,0,10,0,0.0,5000,0.0,0.0,42,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
8,100,5,0,10,0,0.0,5000,0.0,0.0,43,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
9,100,5,0,10,0,0.0,5000,0.0,0.0,43,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
10,100,5,0,10,0,0.0,5000,0.0,0.0,43,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
11,100,5,0,10,0,0.0,5000,0.0,0.0,43,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
12,100,5,0,10,0,0.0,5000,0.0,0.0,43,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
13,100,5,0,10,0,0.0,5000,0.0,0.0,43,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
14,100,5,0,10,0,0.0,5000,0.0,0.0,43,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
15,100,5,0,10,0,0.0,5000,0.0,0.0,43,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
16,100,5,0,10,0,0.0,5000,0.0,0.0,44,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
17,100,5,0,10,0,0.0,5000,0.0,0.0,44,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
18,100,5,0,10,0,0.0,5000,0.0,0.0,44,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
19,100,5,0,10,0,0.0,5000,0.0,0.0,44,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
20,100,5,0,10,0,0.0,5000,0.0,0.0,44,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
21,100,5,0,10,0,0.0,5000,0.0,0.0,44,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
22,100,5,0,10,0,0.0,5000,0.0,0.0,44,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
23,100,5,0,10,0,0.0,5000,0.0,0.0,44,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
24,100,5,0,10,0,0.0,5000,0.0,0.0,45,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
25,100,5,0,10,0,0.0,5000,0.0,0.0,45,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
26,100,5,0,10,0,0.0,5000,0.0,0.0,45,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
27,100,5,0,10,0,0.0,5000,0.0,0.0,45,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
28,100,5,0,10,0,0.0,5000,0.0,0.0,45,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
29,100,5,0,10,0,0.0,5000,0.0,0.0,45,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
30,100,5,0,10,0,0.0,5000,0.0,0.0,45,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
31,100,5,0,10,0,0.0,5000,0.0,0.0,45,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
32,100,5,0,10,0,0.0,5000,0.0,0.0,46,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
33,100,5,0,10,0,0.0,5000,0.0,0.0,46,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
34,100,5,0,10,0,0.0,5000,0.0,0.0,46,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
35,100,5,0,10,0,0.0,5000,0.0,0.0,46,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
36,100,5,0,10,0,0.0,5000,0.0,0.0,46,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
37,100,5,0,10,0,0.0,5000,0.0,0.0,46,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
38,100,5,0,10,0,0.0,5000,0.0,0.0,46,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
39,100,5,0,10,0,0.0,5000,0.0,0.0,46,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
40,100,5,0,10,0,0.0,5000,0.0,0.1,42,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,6,3,5000,False
41,100,5,0,10,0,0.0,5000,0.0,0.1,42,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,3,5000,False
42,100,5,0,10,0,0.0,5000,0.0,0.1,42,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
43,100,5,0,10,0,0.0,5000,0.0,0.1,42,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
44,100,5,0,10,0,0.0,5000,0.0,0.1,42,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
45,100,5,0,10,0,0.0,5000,0.0,0.1,42,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,6,5000,False
46,100,5,0,10,0,0.0,5000,0.0,0.1,42,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
47,100,5,0,10,0,0.0,5000,0.0,0.1,42,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
48,100,5,0,10,0,0.0,5000,0.0,0.1,43,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,3,5000,False
49,100,5,0,10,0,0.0,5000,0.0,0.1,43,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
50,100,5,0,10,0,0.0,5000,0.0,0.1,43,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
51,100,5,0,10,0,0.0,5000,0.0,0.1,43,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
52,100,5,0,10,0,0.0,5000,0.0,0.1,43,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,6,5000,False
53,100,5,0,10,0,0.0,5000,0.0,0.1,43,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,6,5000,False
54,100,5,0,10,0,0.0,5000,0.0,0.1,43,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
55,100,5,0,10,0,0.0,5000,0.0,0.1,43,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
56,100,5,0,10,0,0.0,5000,0.0,0.1,44,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,3,5000,False
57,100,5,0,10,0,0.0,5000,0.0,0.1,44,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
58,100,5,0,10,0,0.0,5000,0.0,0.1,44,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
59,100,5,0,10,0,0.0,5000,0.0,0.1,44,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
60,100,5,0,10,0,0.0,5000,0.0,0.1,44,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,6,5000,False
61,100,5,0,10,0,0.0,5000,0.0,0.1,44,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,7,5000,False
62,100,5,0,10,0,0.0,5000,0.0,0.1,44,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
63,100,5,0,10,0,0.0,5000,0.0,0.1,44,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
64,100,5,0,10,0,0.0,5000,0.0,0.1,45,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,6,3,5000,False
65,100,5,0,10,0,0.0,5000,0.0,0.1,45,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
66,100,5,0,10,0,0.0,5000,0.0,0.1,45,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
67,100,5,0,10,0,0.0,5000,0.0,0.1,45,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
68,100,5,0,10,0,0.0,5000,0.0,0.1,45,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
69,100,5,0,10,0,0.0,5000,0.0,0.1,45,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,6,5000,False
70,100,5,0,10,0,0.0,5000,0.0,0.1,45,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
71,100,5,0,10,0,0.0,5000,0.0,0.1,45,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
72,100,5,0,10,0,0.0,5000,0.0,0.1,46,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
73,100,5,0,10,0,0.0,5000,0.0,0.1,46,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,3,5000,False
74,100,5,0,10,0,0.0,5000,0.0,0.1,46,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
75,100,5,0,10,0,0.0,5000,0.0,0.1,46,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
76,100,5,0,10,0,0.0,5000,0.0,0.1,46,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
77,100,5,0,10,0,0.0,5000,0.0,0.1,46,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,6,5000,False
78,100,5,0,10,0,0.0,5000,0.0,0.1,46,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
79,100,5,0,10,0,0.0,5000,0.0,0.1,46,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
80,100,5,0,10,0,0.0,5000,0.0,0.2,42,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
81,100,5,0,10,0,0.0,5000,0.0,0.2,42,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,3,5000,False
82,100,5,0,10,0,0.0,5000,0.0,0.2,42,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
83,100,5,0,10,0,0.0,5000,0.0,0.2,42,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
84,100,5,0,10,0,0.0,5000,0.0,0.2,42,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,6,5000,False
85,100,5,0,10,0,0.0,5000,0.0,0.2,42,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,6,5000,False
86,100,5,0,10,0,0.0,5000,0.0,0.2,42,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
87,100,5,0,10,0,0.0,5000,0.0,0.2,42,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
88,100,5,0,10,0,0.0,5000,0.0,0.2,43,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
89,100,5,0,10,0,0.0,5000,0.0,0.2,43,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,3,5000,False
90,100,5,0,10,0,0.0,5000,0.0,0.2,43,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
91,100,5,0,10,0,0.0,5000,0.0,0.2,43,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
92,100,5,0,10,0,0.0,5000,0.0,0.2,43,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
93,100,5,0,10,0,0.0,5000,0.0,0.2,43,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,6,5000,False
94,100,5,0,10,0,0.0,5000,0.0,0.2,43,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
95,100,5,0,10,0,0.0,5000,0.0,0.2,43,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
96,100,5,0,10,0,0.0,5000,0.0,0.2,44,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
97,100,5,0,10,0,0.0,5000,0.0,0.2,44,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
98,100,5,0,10,0,0.0,5000,0.0,0.2,44,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
99,100,5,0,10,0,0.0,5000,0.0,0.2,44,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
100,100,5,0,10,0,0.0,5000,0.0,0.2,44,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,8,6,5000,False
101,100,5,0,10,0,0.0,5000,0.0,0.2,44,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,6,5000,False
102,100,5,0,10,0,0.0,5000,0.0,0.2,44,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
103,100,5,0,10,0,0.0,5000,0.0,0.2,44,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
104,100,5,0,10,0,0.0,5000,0.0,0.2,45,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
105,100,5,0,10,0,0.0,5000,0.0,0.2,45,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,3,5000,False
106,100,5,0,10,0,0.0,5000,0.0,0.2,45,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
107,100,5,0,10,0,0.0,5000,0.0,0.2,45,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
108,100,5,0,10,0,0.0,5000,0.0,0.2,45,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
109,100,5,0,10,0,0.0,5000,0.0,0.2,45,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,6,5000,False
110,100,5,0,10,0,0.0,5000,0.0,0.2,45,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
111,100,5,0,10,0,0.0,5000,0.0,0.2,45,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
112,100,5,0,10,0,0.0,5000,0.0,0.2,46,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,6,3,5000,False
113,100,5,0,10,0,0.0,5000,0.0,0.2,46,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
114,100,5,0,10,0,0.0,5000,0.0,0.2,46,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
115,100,5,0,10,0,0.0,5000,0.0,0.2,46,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
116,100,5,0,10,0,0.0,5000,0.0,0.2,46,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,7,5000,False
117,100,5,0,10,0,0.0,5000,0.0,0.2,46,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,6,5000,False
118,100,5,0,10,0,0.0,5000,0.0,0.2,46,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
119,100,5,0,10,0,0.0,5000,0.0,0.2,46,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
120,100,5,0,10,0,0.0,5000,0.0,0.5,42,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
121,100,5,0,10,0,0.0,5000,0.0,0.5,42,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,3,5000,False
122,100,5,0,10,0,0.0,5000,0.0,0.5,42,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
123,100,5,0,10,0,0.0,5000,0.0,0.5,42,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
124,100,5,0,10,0,0.0,5000,0.0,0.5,42,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
125,100,5,0,10,0,0.0,5000,0.0,0.5,42,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,6,5000,False
126,100,5,0,10,0,0.0,5000,0.0,0.5,42,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
127,100,5,0,10,0,0.0,5000,0.0,0.5,42,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
128,100,5,0,10,0,0.0,5000,0.0,0.5,43,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
129,100,5,0,10,0,0.0,5000,0.0,0.5,43,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,3,5000,False
130,100,5,0,10,0,0.0,5000,0.0,0.5,43,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
131,100,5,0,10,0,0.0,5000,0.0,0.5,43,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
132,100,5,0,10,0,0.0,5000,0.0,0.5,43,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,6,5000,False
133,100,5,0,10,0,0.0,5000,0.0,0.5,43,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,6,5000,False
134,100,5,0,10,0,0.0,5000,0.0,0.5,43,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
135,100,5,0,10,0,0.0,5000,0.0,0.5,43,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
136,100,5,0,10,0,0.0,5000,0.0,0.5,44,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
137,100,5,0,10,0,0.0,5000,0.0,0.5,44,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
138,100,5,0,10,0,0.0,5000,0.0,0.5,44,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
139,100,5,0,10,0,0.0,5000,0.0,0.5,44,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
140,100,5,0,10,0,0.0,5000,0.0,0.5,44,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
141,100,5,0,10,0,0.0,5000,0.0,0.5,44,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,6,6,5000,False
142,100,5,0,10,0,0.0,5000,0.0,0.5,44,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
143,100,5,0,10,0,0.0,5000,0.0,0.5,44,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
144,100,5,0,10,0,0.0,5000,0.0,0.5,45,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,3,5000,False
145,100,5,0,10,0,0.0,5000,0.0,0.5,45,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,2,3,5000,False
146,100,5,0,10,0,0.0,5000,0.0,0.5,45,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
147,100,5,0,10,0,0.0,5000,0.0,0.5,45,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
148,100,5,0,10,0,0.0,5000,0.0,0.5,45,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,4,6,5000,False
149,100,5,0,10,0,0.0,5000,0.0,0.5,45,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,6,5000,False
150,100,5,0,10,0,0.0,5000,0.0,0.5,45,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
151,100,5,0,10,0,0.0,5000,0.0,0.5,45,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
152,100,5,0,10,0,0.0,5000,0.0,0.5,46,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,3,5000,False
153,100,5,0,10,0,0.0,5000,0.0,0.5,46,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,3,5000,False
154,100,5,0,10,0,0.0,5000,0.0,0.5,46,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
155,100,5,0,10,0,0.0,5000,0.0,0.5,46,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
156,100,5,0,10,0,0.0,5000,0.0,0.5,46,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,0,0,0,2,6,5000,False
157,100,5,0,10,0,0.0,5000,0.0,0.5,46,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,0,0,0,4,6,5000,False
158,100,5,0,10,0,0.0,5000,0.0,0.5,46,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
159,100,5,0,10,0,0.0,5000,0.0,0.5,46,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
160,100,5,0,10,0,0.0,5000,0.1,0.0,42,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
161,100,5,0,10,0,0.0,5000,0.1,0.0,42,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
162,100,5,0,10,0,0.0,5000,0.1,0.0,42,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
163,100,5,0,10,0,0.0,5000,0.1,0.0,42,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
164,100,5,0,10,0,0.0,5000,0.1,0.0,42,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
165,100,5,0,10,0,0.0,5000,0.1,0.0,42,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
166,100,5,0,10,0,0.0,5000,0.1,0.0,42,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
167,100,5,0,10,0,0.0,5000,0.1,0.0,42,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
168,100,5,0,10,0,0.0,5000,0.1,0.0,43,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
169,100,5,0,10,0,0.0,5000,0.1,0.0,43,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
170,100,5,0,10,0,0.0,5000,0.1,0.0,43,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
171,100,5,0,10,0,0.0,5000,0.1,0.0,43,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
172,100,5,0,10,0,0.0,5000,0.1,0.0,43,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
173,100,5,0,10,0,0.0,5000,0.1,0.0,43,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
174,100,5,0,10,0,0.0,5000,0.1,0.0,43,ranked_population_curved,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
175,100,5,0,10,0,0.0,5000,0.1,0.0,43,ranked_population_curved,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
176,100,5,0,10,0,0.0,5000,0.1,0.0,44,proportional_to_fitness,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,3,5000,True
177,100,5,0,10,0,0.0,5000,0.1,0.0,44,proportional_to_fitness,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,3,5000,True
178,100,5,0,10,0,0.0,5000,0.1,0.0,44,proportional_to_fitness,determineStrategyWithMajority,prisonDilemmaEval,0,0,0,1,0,0,True
179,100,5,0,10,0,0.0,5000,0.1,0.0,44,proportional_to_fitness,determineStrategyWithMajority,gambiteval,0,0,0,1,0,0,True
180,100,5,0,10,0,0.0,5000,0.1,0.0,44,ranked_population_curved,determineStrategyWithDominantRecessive,prisonDilemmaEval,5000,0,5000,1,6,5000,True
181,100,5,0,10,0,0.0,5000,0.1,0.0,44,ranked_population_curved,determineStrategyWithDominantRecessive,gambiteval,5000,0,5000,1,6,5000,True
